Datetime,Open,High,Low,Close,Volume,Rsi,Tkr Buy,Tkr Sell,Open Interest,Number Of Trades,Taker Buy Volume,TT LongShortRatio Positions 5m,TT LongAccount Ratio Positions 5m,TT ShortAccount Positions 5m,TT LongShortRatio Accounts 5m,TT LongAccount Accounts 5m,TT ShortAccount Accounts 5m,Buy Sell Ratio 5m,Buy Vol 5m,Sell Vol 5m,"Mkr plus 0,005","Mkr plus 0,01","Mkr plus 0,015","Mkr plus 0,020","Mkr plus 0,025","Mkr plus 0,030","Mkr plus 0,035","Mkr plus 0,040","Mkr plus 0,045","Mkr plus 0,050","Mkr plus 0,075","Mkr plus 0,1","Mkr plus 0,125","Mkr plus 0,150","Mkr plus 0,175","Mkr plus 0,200","Mkr plus 0,225","Mkr minus 0,005","Mkr minus 0,01","Mkr minus 0,015","Mkr minus 0,020","Mkr minus 0,025","Mkr minus 0,030","Mkr minus 0,035","Mkr minus 0,040","Mkr minus 0,045","Mkr minus 0,050","Mkr minus 0,075","Mkr minus 0,1","Mkr minus 0,125","Mkr minus 0,150","Mkr minus 0,175","Mkr minus 0,200","Mkr minus 0,225"
02/20/2024 17:10:00,51290.20,51318.80,51280.80,51297.40,83.985,37.16,44.331,27.316,89287.746,3734,170.922,1.2929,0.5639,0.4361,0.9346,0.4831,0.5169,1.1477,889.9780,775.4360,14.065,11.832,5.233,11.119,13.380,23.464,22.885,23.809,24.436,8.594,172.183,68.095,56.685,59.765,105.663,41.083,76.055,0,4.747,0.695,4.508,3.023,6.564,21.620,77.081,10.540,5.219,48.510,169.037,49.379,58.886,59.033,188.815,62.585
02/20/2024 17:11:00,51297.40,51340.00,51292.10,51300.20,88.111,37.52,51.541,34.941,89281.250,3502,214.041,1.2929,0.5639,0.4361,0.9346,0.4831,0.5169,1.1477,889.9780,775.4360,0.777,1.531,2.858,2.593,8.660,12.315,6.469,12.561,12.261,26.842,47.713,64.610,68.099,58.016,93.134,47.388,94.676,21.397,13.238,106.326,7.071,5.813,11.156,20.606,31.381,11.119,15.688,51.676,160.162,85.464,51.406,52.776,162.543,64.511
02/20/2024 17:12:00,51300.20,51338.40,51280.00,51290.30,123.976,36.72,33.732,86.523,89308.567,30,0.021,1.2957,0.5644,0.4356,0.9391,0.4843,0.5157,1.1477,889.9780,775.4360,5.492,2.532,6.707,37.550,3.399,22.375,9.429,9.223,11.091,16.087,44.212,163.572,104.899,75.515,72.115,57.152,71.749,12.856,2.866,5.584,19.096,12.435,10.693,15.099,20.327,10.877,10.399,89.517,130.306,70.496,70.903,91.879,156.220,55.895
02/20/2024 17:13:00,51290.30,51325.60,51280.10,51294.80,58.148,37.37,28.223,25.707,89336.746,3013,95.158,1.2957,0.5644,0.4356,0.9391,0.4843,0.5157,1.1477,889.9780,775.4360,0.858,1.704,6.183,4.627,8.126,15.208,18.194,25.318,13.938,14.632,183.625,62.496,100.343,61.804,62.800,93.220,49.619,35.478,4.384,8.822,13.159,24.528,15.032,11.247,21.182,21.997,12.167,55.600,146.749,70.297,77.008,41.457,205.933,45.231
02/20/2024 17:14:00,51294.80,51317.50,51279.50,51281.30,101.975,36.16,55.387,24.884,89245.655,3266,240.224,1.2957,0.5644,0.4356,0.9391,0.4843,0.5157,1.1477,889.9780,775.4360,8.417,4.472,4.930,3.913,5.645,5.713,13.770,26.841,15.611,9.373,83.229,182.497,76.370,64.193,44.313,69.941,56.609,3.795,7.641,7.443,14.429,14.394,16.681,5.903,15.397,8.743,15.029,140.194,71.099,83.063,37.430,194.814,66.817,90.910
02/20/2024 17:15:00,51281.30,51289.30,51154.10,51178.10,180.150,28.54,65.172,108.738,89169.617,8005,174.619,1.2957,0.5644,0.4356,0.9391,0.4843,0.5157,1.1477,889.9780,775.4360,8.211,6.701,6.193,9.144,25.057,3.613,6.949,17.465,61.113,10.708,101.912,55.313,83.764,45.067,41.569,27.065,70.804,5.445,2.060,3.076,9.186,4.436,13.607,14.904,20.992,21.712,19.398,184.534,38.873,45.658,150.691,71.506,66.832,87.663
02/20/2024 17:16:00,51178.10,51230.00,51150.80,51224.00,189.344,35.09,140.170,47.415,89169.827,6406,317.183,1.2942,0.5641,0.4359,0.9436,0.4855,0.5145,1.1477,889.9780,775.4360,0.272,0.541,2.679,3.654,6.197,4.255,29.569,7.275,9.914,4.970,51.847,46.594,87.421,101.364,59.003,60.148,174.914,19.590,7.139,5.258,4.873,18.957,22.246,27.850,25.427,15.145,13.770,53.148,42.633,60.157,82.981,57.340,54.696,143.129
02/20/2024 17:17:00,51224.20,51240.50,51151.00,51164.60,116.459,31.12,40.002,69.361,89194.972,4220,88.984,1.2942,0.5641,0.4359,0.9436,0.4855,0.5145,1.3589,827.0260,608.5970,6.668,4.815,6.666,4.801,15.475,13.272,10.561,12.045,18.726,5.298,45.425,62.642,180.356,62.932,35.181,48.010,62.369,4.720,2.027,1.425,8.173,9.630,38.093,19.272,22.954,34.848,26.522,47.202,47.906,158.963,60.331,58.689,93.609,63.064
02/20/2024 17:18:00,51164.60,51220.00,51161.10,51219.10,103.745,38.05,76.232,23.145,89253.567,4072,224.358,1.2942,0.5641,0.4359,0.9436,0.4855,0.5145,1.3589,827.0260,608.5970,81.839,1.210,15.968,2.453,12.274,9.960,7.658,8.714,22.048,12.797,57.896,64.637,94.720,84.883,147.185,57.561,155.538,1.502,2.869,5.957,7.806,17.163,32.963,8.177,26.541,21.309,22.329,56.240,38.142,52.174,89.518,49.879,50.950,135.345
02/20/2024 17:19:00,51219.10,51220.00,51150.60,51200.40,117.468,36.69,40.755,71.707,89263.255,4457,154.787,1.2942,0.5641,0.4359,0.9346,0.4831,0.5169,1.3589,827.0260,608.5970,3.785,8.298,4.634,9.685,5.213,13.753,11.654,41.063,9.463,14.141,75.508,63.379,76.125,105.102,54.344,113.271,63.784,12.951,2.982,5.355,3.912,9.558,14.099,14.791,16.552,11.295,17.013,77.946,59.952,45.759,56.007,134.185,272.193,88.861
02/20/2024 17:20:00,51200.40,51200.40,51082.20,51086.60,369.030,29.70,128.435,164.409,89187.667,9312,361.933,1.2942,0.5641,0.4359,0.9346,0.4831,0.5169,1.3589,827.0260,608.5970,6.548,1.416,4.392,8.509,9.349,9.614,17.125,12.409,57.789,7.852,32.067,67.423,52.969,62.091,56.217,25.122,74.235,0,0,4.653,6.243,2.631,2.040,31.059,14.967,24.038,15.829,47.307,71.416,64.564,73.935,66.547,227.055,95.290
02/20/2024 17:21:00,51086.70,51108.00,51025.00,51038.70,361.570,27.35,129.140,204.269,89111.311,11529,340.544,1.2942,0.5641,0.4359,0.9346,0.4831,0.5169,0.8990,986.9990,1097.9130,2.324,6.737,6.215,5.687,22.891,14.238,7.066,6.889,29.587,9.603,30.030,42.038,300.803,50.179,36.407,88.034,26.591,8.063,2.310,4.496,4.653,11.776,4.516,8.469,21.746,24.247,20.627,127.948,191.144,66.241,71.040,127.888,38.420,58.294
02/20/2024 17:22:00,51038.70,51040.80,50916.60,50998.30,963.967,25.51,413.100,462.304,88749.740,23946,1186.190,1.2933,0.5639,0.4361,0.9346,0.4831,0.5169,0.8990,986.9990,1097.9130,22.705,7.978,8.358,13.004,3.032,26.538,9.134,21.201,15.325,21.556,48.518,47.340,172.854,43.413,61.396,51.897,26.196,0,0.178,0.927,3.713,3.505,4.483,5.698,7.265,12.895,17.608,43.885,44.082,38.130,71.138,140.636,291.988,136.679
02/20/2024 17:23:00,50998.30,51012.70,50888.00,50900.00,401.938,21.68,159.361,229.507,88817.820,11225,479.528,1.2933,0.5639,0.4361,0.9346,0.4831,0.5169,0.8990,986.9990,1097.9130,0.273,4.730,7.037,10.549,28.897,7.900,13.832,12.695,11.435,10.944,57.825,49.768,81.396,41.288,49.835,61.157,35.538,43.739,2.107,2.341,10.405,7.298,9.762,6.419,25.482,8.351,21.876,53.378,200.243,76.479,124.793,107.237,229.312,71.356
02/20/2024 17:24:00,50900.00,50917.70,50788.00,50850.00,819.542,20.04,347.567,393.394,88890.967,20469,961.132,1.2933,0.5639,0.4361,0.9346,0.4831,0.5169,0.8990,986.9990,1097.9130,0,0,0,1.651,5.272,3.493,23.340,5.182,6.689,21.657,66.243,58.645,182.010,91.930,56.071,40.715,66.074,14.460,6.261,8.508,11.538,13.272,10.668,9.979,5.984,8.601,12.678,112.421,58.944,91.758,150.666,118.284,133.474,103.342
02/20/2024 17:25:00,50850.00,50995.20,50800.00,50984.60,734.342,34.45,481.985,196.485,88867.399,14877,1442.350,1.2998,0.5652,0.4348,0.9346,0.4831,0.5169,0.8990,986.9990,1097.9130,17.972,1.810,3.884,5.812,16.456,14.194,30.179,6.752,16.804,16.156,49.297,39.436,47.717,174.267,30.219,66.569,55.944,0,0,0,0.033,1.184,5.218,2.141,21.830,2.608,9.260,38.587,46.858,45.810,60.834,23.960,55.969,51.190
02/20/2024 17:26:00,50984.60,51065.70,50967.20,51000.00,489.000,35.88,241.518,181.539,88740.980,11668,639.713,1.2998,0.5652,0.4348,0.9354,0.4833,0.5167,0.8990,986.9990,1097.9130,52.012,6.590,20.832,5.537,9.636,8.845,17.667,10.678,16.341,12.230,116.055,47.898,80.063,78.349,61.859,297.857,30.632,0,0,0,0.471,0.633,2.818,2.213,9.917,10.394,19.162,47.096,32.973,56.971,51.795,56.369,66.100,39.865
02/20/2024 17:27:00,50999.80,51100.00,50975.10,51070.70,283.733,42.10,166.086,97.616,88783.565,8437,616.856,1.2998,0.5652,0.4348,0.9354,0.4833,0.5167,0.8990,986.9990,1097.9130,13.974,1.267,3.175,2.379,3.309,14.019,16.905,5.638,17.721,12.739,266.707,49.249,51.614,68.714,60.329,73.328,69.884,2.671,5.702,4.921,12.838,10.602,2.931,23.705,8.883,10.169,9.279,67.025,46.875,43.855,63.831,22.259,65.127,40.363
02/20/2024 17:28:00,51070.70,51100.00,51048.60,51065.40,331.990,41.77,139.450,110.622,88981.602,7663,383.427,1.2998,0.5652,0.4348,0.9354,0.4833,0.5167,0.6627,3555.8620,5365.7060,87.138,3.061,13.988,8.820,10.738,15.764,16.298,33.401,16.793,31.587,181.482,43.147,69.622,76.069,87.962,117.798,53.596,0,0,0,1.975,1.936,1.615,1.867,7.879,9.098,14.790,43.885,43.509,48.474,67.637,49.962,29.651,56.023
02/20/2024 17:29:00,51065.50,51065.50,50975.30,50984.10,152.393,37.02,34.229,88.102,88997.590,6135,104.093,1.2977,0.5648,0.4352,0.9354,0.4833,0.5167,0.6627,3555.8620,5365.7060,10.255,4.980,8.566,14.902,14.601,5.522,25.111,19.212,18.604,37.580,51.204,41.563,69.003,61.710,60.747,56.991,87.873,0.647,1.469,1.328,3.128,4.059,4.493,4.496,19.956,19.672,10.161,49.384,79.894,80.241,61.516,70.420,47.265,89.534
02/20/2024 17:30:00,50984.00,51092.00,50981.50,51089.90,161.369,45.68,96.717,47.961,88967.253,5522,257.890,1.2977,0.5648,0.4352,0.9516,0.4876,0.5124,0.6627,3555.8620,5365.7060,3.517,5.594,5.120,81.011,19.287,11.247,6.172,5.957,13.545,12.171,71.028,62.837,118.203,72.459,105.493,53.111,95.899,5.975,6.284,4.017,4.988,9.266,16.188,23.506,14.874,8.722,10.431,69.025,102.078,76.818,25.655,93.819,36.860,42.587
02/20/2024 17:31:00,51089.90,51176.80,51065.50,51171.20,310.559,51.23,169.820,116.872,88943.005,9580,754.876,1.2977,0.5648,0.4352,0.9516,0.4876,0.5124,1.3557,3278.1280,2418.0550,6.060,1.472,6.305,7.569,5.266,9.764,12.329,60.389,20.277,10.665,118.160,65.825,103.705,68.083,72.661,37.961,83.176,4.448,2.166,2.148,5.891,7.981,12.888,35.944,22.895,14.849,6.255,52.456,37.084,59.299,38.350,50.225,29.494,78.145
02/20/2024 17:32:00,51171.10,51176.60,51106.40,51130.00,230.952,48.53,119.238,91.972,89020.578,6422,369.783,1.2977,0.5648,0.4352,0.9516,0.4876,0.5124,1.3557,3278.1280,2418.0550,2.134,0.539,0.381,2.975,5.264,23.224,6.190,10.144,7.015,10.988,58.322,60.373,119.537,122.548,68.490,64.959,55.688,9.823,4.764,2.754,5.875,4.680,10.084,39.870,16.328,27.319,13.055,64.506,40.295,73.502,46.982,99.927,52.552,40.529
02/20/2024 17:33:00,51130.00,51169.10,51111.40,51127.90,149.369,48.39,58.464,76.512,88968.667,4751,156.403,1.2977,0.5648,0.4352,0.9516,0.4876,0.5124,1.3557,3278.1280,2418.0550,20.846,3.320,1.907,6.098,2.521,2.703,18.429,3.351,7.522,24.970,67.180,42.489,139.854,104.758,89.804,59.230,72.451,1.707,0.271,3.869,3.652,8.825,13.386,16.042,23.054,10.899,12.228,58.887,51.136,63.176,61.847,318.746,44.874,59.785
02/20/2024 17:34:00,51127.90,51210.50,51127.00,51188.10,132.846,52.61,87.591,43.201,88855.348,5148,333.198,1.2977,0.5648,0.4352,0.9516,0.4876,0.5124,1.3557,3278.1280,2418.0550,15.171,4.865,2.947,3.002,6.893,3.424,0.919,3.942,16.171,7.288,89.386,69.235,113.485,73.127,82.074,43.475,66.690,7.061,4.790,6.114,11.234,27.157,19.140,9.852,10.144,4.485,8.198,46.748,35.339,97.557,38.568,67.618,26.125,68.232
02/20/2024 17:35:00,51188.10,51225.60,51154.60,51198.10,101.512,53.30,49.645,44.531,88836.850,4782,173.023,1.2977,0.5648,0.4352,0.9516,0.4876,0.5124,1.3557,3278.1280,2418.0550,6.628,3.057,6.292,2.275,4.260,4.791,5.915,6.851,13.574,15.930,106.360,70.966,147.807,41.519,63.191,54.676,76.099,0.550,8.398,3.966,5.736,16.816,11.888,22.248,12.445,14.696,4.264,50.476,46.326,54.000,257.266,66.607,66.461,65.971
02/20/2024 17:36:00,51198.10,51228.00,51161.80,51223.70,81.549,55.09,50.833,27.366,88824.709,4102,157.392,1.2977,0.5648,0.4352,0.9516,0.4876,0.5124,1.3557,3278.1280,2418.0550,1.960,3.087,10.614,6.111,7.495,9.315,24.731,10.356,16.965,23.490,106.491,56.277,79.397,67.275,79.217,52.040,169.973,4.258,6.994,5.407,8.271,13.097,24.225,15.468,11.588,4.311,20.260,67.233,33.960,73.194,96.520,52.589,48.631,97.677
02/20/2024 17:37:00,51223.70,51223.70,51146.00,51146.00,86.892,48.96,24.374,61.496,88849.795,4034,79.598,1.2926,0.5638,0.4362,0.9543,0.4883,0.5117,1.3557,3278.1280,2418.0550,3.815,17.203,3.750,4.258,6.669,1.762,8.543,21.478,7.021,31.679,64.600,44.040,41.885,62.488,86.460,48.005,96.959,9.629,3.884,7.981,9.649,28.848,14.355,22.897,17.788,6.053,27.399,57.120,99.922,235.019,102.686,53.731,48.103,89.768
02/20/2024 17:38:00,51146.00,51183.60,51134.90,51138.00,51.337,48.36,29.527,21.750,88818.258,2760,65.687,1.2926,0.5638,0.4362,0.9543,0.4883,0.5117,1.8367,1970.4270,1072.8120,7.667,2.298,3.673,15.935,2.131,4.306,18.222,6.238,12.527,24.669,56.178,38.895,56.557,79.399,49.933,79.370,109.344,4.826,5.883,7.256,10.411,13.634,29.287,21.524,7.472,6.221,10.204,72.751,65.986,144.546,60.516,37.847,271.569,69.588
02/20/2024 17:39:00,51138.00,51146.40,51098.00,51100.20,69.402,45.54,19.448,48.886,88834.202,3444,69.455,1.2926,0.5638,0.4362,0.9543,0.4883,0.5117,1.8367,1970.4270,1072.8120,1.797,4.736,0.740,5.287,3.754,4.093,7.554,11.486,12.838,24.688,55.445,56.602,42.870,71.796,55.389,41.464,53.577,13.878,5.692,8.165,15.177,33.395,17.845,12.265,81.560,7.232,19.393,63.144,58.968,263.287,59.885,55.899,74.133,39.479
02/20/2024 17:40:00,51100.20,51165.20,51100.20,51127.40,55.321,47.90,32.419,22.627,88847.969,3673,101.002,1.2918,0.5637,0.4363,0.9550,0.4885,0.5115,1.8367,1970.4270,1072.8120,11.454,5.980,6.927,4.434,8.778,5.258,18.175,8.411,19.672,11.012,47.986,45.785,55.358,54.490,63.895,87.387,48.521,1.084,1.928,3.651,9.308,7.774,19.683,24.160,10.754,33.374,12.928,89.826,97.144,92.639,40.658,86.142,39.643,75.698
02/20/2024 17:41:00,51127.50,51185.80,51127.40,51173.20,47.738,51.69,27.816,14.080,88871.478,2796,87.661,1.2918,0.5637,0.4363,0.9550,0.4885,0.5115,1.8367,1970.4270,1072.8120,0.425,1.046,2.099,6.075,9.615,18.817,9.518,3.434,13.608,18.117,58.699,54.853,69.033,134.618,67.392,46.401,53.827,22.602,6.816,3.851,5.521,37.775,9.573,26.335,13.965,6.829,9.217,53.964,104.027,71.734,117.057,42.926,109.941,59.528
02/20/2024 17:42:00,51173.40,51177.70,51130.00,51137.00,55.018,48.67,15.408,35.614,88890.549,2301,65.727,1.2918,0.5637,0.4363,0.9550,0.4885,0.5115,0.8696,559.2820,643.1170,0.892,0.953,2.161,7.148,4.586,10.591,10.639,25.904,8.406,17.079,45.740,35.766,73.032,65.325,74.357,54.024,122.695,12.972,2.678,46.426,2.545,11.387,26.221,10.520,17.774,17.040,15.014,122.048,53.610,120.279,55.749,78.963,62.792,54.603
02/20/2024 17:43:00,51136.90,51168.60,51134.80,51165.30,65.238,51.08,27.729,18.762,88895.392,2705,88.758,1.2918,0.5637,0.4363,0.9550,0.4885,0.5115,0.8696,559.2820,643.1170,14.887,3.345,5.336,9.911,5.222,14.970,9.781,7.257,34.315,6.916,61.819,58.385,62.740,91.661,113.351,44.260,60.346,0.348,1.407,5.105,7.046,9.305,13.893,10.356,36.616,22.804,8.324,69.241,36.410,96.436,68.077,83.123,70.161,66.777
02/20/2024 17:44:00,51165.20,51199.00,51160.00,51189.30,38.230,53.08,26.381,9.600,88918.651,2120,101.063,1.2918,0.5637,0.4363,0.9527,0.4879,0.5121,0.8696,559.2820,643.1170,6.887,5.918,2.787,8.899,13.869,9.732,14.335,21.138,10.820,21.086,61.231,61.803,119.239,85.634,74.938,49.249,66.544,0.987,2.375,4.768,8.746,19.968,16.277,8.470,7.307,11.150,12.030,42.469,47.209,83.462,77.711,66.477,61.770,50.903
02/20/2024 17:45:00,51189.30,51210.00,51166.40,51174.90,49.935,51.71,30.596,19.264,88931.907,2524,86.986,1.2918,0.5637,0.4363,0.9527,0.4879,0.5121,0.8696,559.2820,643.1170,4.572,2.425,5.980,5.147,14.353,10.155,13.274,9.914,11.883,14.103,36.783,49.462,79.541,112.225,77.623,54.238,66.008,6.461,5.773,5.089,5.720,14.447,11.208,13.882,26.923,10.473,10.670,48.973,68.307,77.152,67.709,86.937,49.718,82.032
02/20/2024 17:46:00,51175.00,51222.90,51135.20,51157.60,156.370,50.04,49.642,67.399,88890.752,4642,143.425,1.2928,0.5639,0.4361,0.9527,0.4879,0.5121,0.8696,559.2820,643.1170,1.547,3.841,4.794,8.854,10.690,7.737,15.696,17.245,7.232,12.088,61.578,59.799,68.638,79.000,58.837,154.930,46.878,33.970,1.877,2.054,3.146,12.172,10.082,5.737,15.017,37.243,32.536,52.584,57.479,83.603,55.368,84.884,58.339,57.461
02/20/2024 17:47:00,51157.60,51189.30,51131.10,51141.00,62.306,48.42,22.311,26.185,88939.768,2607,55.038,1.2928,0.5639,0.4361,0.9527,0.4879,0.5121,0.8696,559.2820,643.1170,13.321,5.734,9.678,4.965,12.877,22.098,26.423,10.447,10.248,4.647,44.406,47.454,80.817,59.589,56.902,80.403,96.559,0.576,1.308,1.906,2.554,9.579,7.516,21.663,4.362,51.505,23.870,61.335,83.209,94.000,65.139,62.394,47.507,77.696
02/20/2024 17:48:00,51141.10,51153.90,51127.40,51148.20,30.608,49.19,18.428,12.002,88948.803,1938,51.905,1.2928,0.5639,0.4361,0.9527,0.4879,0.5121,1.3245,447.2170,337.6400,3.704,4.462,7.086,14.830,12.450,14.894,10.469,17.312,16.734,9.119,46.008,50.080,82.149,56.700,69.138,90.420,86.080,10.798,2.206,5.798,5.728,10.522,16.729,26.591,12.294,12.630,25.651,88.060,69.824,75.404,57.871,88.932,42.643,57.350
02/20/2024 17:49:00,51148.10,51148.20,51080.00,51097.70,80.986,44.22,26.560,49.526,89001.485,2836,46.739,1.2928,0.5639,0.4361,0.9527,0.4879,0.5121,1.3245,447.2170,337.6400,7.954,11.163,8.637,8.185,20.345,8.866,15.623,21.208,6.784,10.787,31.956,45.877,80.593,64.102,37.105,41.867,53.451,6.840,1.700,1.956,5.564,3.778,8.498,9.782,10.225,22.979,20.017,57.504,50.941,69.131,67.625,72.281,81.642,72.891
02/20/2024 17:50:00,51097.60,51114.80,51035.10,51065.00,143.222,41.31,62.532,69.018,89009.859,4634,140.074,1.2908,0.5635,0.4365,0.9527,0.4879,0.5121,1.3245,447.2170,337.6400,9.387,3.100,4.780,3.389,2.816,4.034,21.874,14.663,9.450,17.675,56.174,51.654,59.900,59.220,73.324,38.185,57.688,4.242,1.069,4.285,10.047,11.811,17.375,38.612,15.979,10.026,9.425,46.991,57.496,45.739,74.802,99.652,47.994,108.591
02/20/2024 17:51:00,51065.10,51101.30,51059.30,51078.70,61.204,43.01,21.412,37.500,89070.361,2815,58.034,1.2908,0.5635,0.4365,0.9635,0.4907,0.5093,0.5898,415.5690,704.6210,4.187,3.179,6.236,11.939,16.712,23.120,8.736,7.782,25.733,15.820,42.104,52.465,54.752,170.115,35.597,32.105,64.253,11.570,5.436,4.001,3.251,2.013,11.373,20.771,18.656,6.836,7.300,61.412,79.136,91.428,81.055,86.414,75.986,41.216
02/20/2024 17:52:00,51078.70,51116.30,51070.00,51116.30,67.758,47.48,47.600,18.196,89050.197,2737,124.144,1.2908,0.5635,0.4365,0.9635,0.4907,0.5093,0.5898,415.5690,704.6210,6.777,4.638,5.884,6.089,5.977,9.607,17.927,18.845,10.417,8.040,126.394,59.358,41.398,78.432,74.460,39.521,86.708,13.806,4.684,5.876,15.825,8.541,29.365,15.084,11.400,16.440,15.667,44.342,54.776,49.134,60.485,69.124,75.481,65.418
